Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
Female,27,Yes,2.0,Executive,Yes,9.0,High,Solar,A
Female,25,No,2.0,Artist,Yes,1.0,Low,Solar,D
Female,37,No,1.0,Doctor,Yes,1.0,Low,Solar,A
Male,38,No,3.0,Artist,Yes,9.0,Low,Solar,A
Male,29,No,3.0,Entertainment,Yes,9.0,Low,Solar,D
Male,28,No,2.0,Artist,Yes,11.0,Low,Solar,D
Female,27,Yes,2.0,Marketing,Yes,8.0,Low,Solar,D
Female,42,No,2.0,Entertainment,No,3.0,Low,Solar,A
Female,43,No,2.0,Artist,Yes,14.0,Low,Solar,A
Female,40,Yes,2.0,Healthcare,Yes,8.0,Average,Solar,C
Male,41,No,3.0,Artist,Yes,9.0,Low,Solar,C
Male,46,Yes,1.0,Entertainment,No,8.0,Low,Tidal,C
Female,32,No,3.0,Healthcare,Yes,9.0,Low,Solar,D
Female,56,No,1.0,Entertainment,Yes,1.0,Low,Solar,A
Male,28,No,1.0,Marketing,Yes,12.0,Low,Solar,D
Female,25,No,3.0,Artist,Yes,0.0,Low,Not Interested,D
Male,42,Yes,7.0,Artist,Yes,6.0,Low,Solar,B
Female,41,No,2.0,Entertainment,Yes,5.0,Low,Solar,A
Male,36,Yes,2.0,Healthcare,Yes,3.0,Low,Solar,C
Female,42,No,1.0,Artist,Yes,2.0,Low,Solar,A
Female,42,No,4.0,Artist,Yes,8.0,Low,Solar,A
Female,55,No,2.0,Entertainment,Yes,1.0,Low,Solar,A
Male,52,Yes,,Entertainment,Yes,1.0,High,Solar,C
Female,47,No,1.0,Engineer,Yes,1.0,Low,Solar,B
Male,57,,3.0,Artist,Yes,2.0,High,Solar,C
Female,26,No,1.0,Artist,Yes,8.0,Low,Solar,D
Female,28,No,2.0,Artist,No,5.0,Low,Solar,D
Female,37,No,1.0,Doctor,Yes,0.0,Low,Solar,A
Male,89,,1.0,Lawyer,No,0.0,Low,Wind,A
Male,25,No,1.0,Marketing,No,2.0,Low,Wind,D
Male,50,Yes,4.0,Executive,Yes,1.0,High,Hydro,C
Female,42,No,1.0,Doctor,Yes,5.0,Low,Solar,A
Male,48,No,1.0,Artist,Yes,,Low,Solar,B
Female,37,No,,Entertainment,Yes,9.0,Low,Wind,A
Female,30,No,5.0,Engineer,No,1.0,Low,Wind,D
Male,26,Yes,4.0,Entertainment,No,2.0,Low,Wind,D
Female,47,Yes,2.0,Artist,Yes,,Average,Solar,C
Male,36,No,4.0,Healthcare,No,,Low,Hydro,A
Male,53,Yes,4.0,Doctor,No,,Average,Wind,B
Male,30,No,6.0,Entertainment,No,1.0,Low,Wind,D
Female,20,No,7.0,Healthcare,No,4.0,Low,Wind,D
Female,19,No,5.0,Marketing,No,8.0,Low,Wind,D
Male,19,No,6.0,Healthcare,No,9.0,Low,Wind,D
Female,37,No,,Marketing,No,12.0,Low,Wind,A
Male,20,No,6.0,Healthcare,No,0.0,Low,Wind,D
Male,39,,3.0,Executive,No,,Average,Wind,B
Female,26,No,3.0,Engineer,Yes,1.0,Low,Wind,D
Male,31,No,4.0,Doctor,No,0.0,Low,Wind,D
Male,31,Yes,3.0,Healthcare,Yes,2.0,High,Wind,D
Female,41,Yes,3.0,Engineer,Yes,9.0,Average,Wind,B
Female,32,Yes,2.0,Homemaker,No,,Average,Hydro,A
Female,42,Yes,3.0,Homemaker,Yes,0.0,Average,Wind,C
Female,89,Yes,,Lawyer,No,1.0,Low,Wind,A
Male,78,Yes,3.0,Lawyer,No,1.0,High,Wind,A
Female,65,Yes,2.0,Lawyer,Yes,1.0,Low,Wind,A
Female,48,Yes,,Homemaker,Yes,0.0,Average,Wind,C
Male,36,No,2.0,Artist,Yes,8.0,Low,Wind,A
Female,55,Yes,4.0,Artist,Yes,0.0,Average,Wind,C
Male,52,Yes,2.0,Engineer,Yes,0.0,Average,Wind,C
Male,52,Yes,3.0,Homemaker,Yes,7.0,Average,Wind,C
Female,41,Yes,1.0,,Yes,1.0,Low,Wind,B
Female,36,Yes,1.0,Engineer,Yes,,Low,Wind,B
Female,37,No,1.0,Engineer,No,7.0,Low,Wind,B
Female,40,No,2.0,Healthcare,No,1.0,Low,Tidal,A
Male,38,Yes,2.0,Homemaker,Yes,,Average,Wind,C
Male,25,No,3.0,Doctor,No,0.0,Low,Wind,D
Female,33,No,4.0,Engineer,Yes,1.0,Low,Wind,D
Male,26,No,1.0,Artist,Yes,1.0,Low,Wind,D
Female,28,No,1.0,Entertainment,No,0.0,Low,Wind,A
Male,18,No,6.0,Marketing,No,0.0,Low,Wind,D
Male,52,No,3.0,Entertainment,No,0.0,Low,Wind,A
Male,26,No,2.0,Healthcare,Yes,0.0,Low,Wind,D
Male,18,No,4.0,Healthcare,No,0.0,Low,Wind,D
Female,20,No,2.0,Marketing,No,1.0,Low,Wind,D
Female,36,Yes,3.0,Doctor,Yes,0.0,Average,Wind,C
Male,27,Yes,2.0,Doctor,Yes,8.0,Average,Hydro,A
Male,21,No,5.0,Healthcare,No,,Low,Not Interested,D
Male,27,No,4.0,Entertainment,Yes,8.0,Low,Wind,D
Female,28,No,,Healthcare,Yes,,Low,Wind,D
Male,63,Yes,4.0,Lawyer,Yes,,Low,Wind,C
Male,48,No,,Entertainment,Yes,,Low,Wind,A
Male,80,Yes,2.0,Lawyer,Yes,1.0,Low,Wind,D
Female,71,Yes,3.0,Lawyer,Yes,7.0,High,Wind,C
Male,47,Yes,4.0,Doctor,No,8.0,High,Solar,C
Female,22,No,4.0,,No,1.0,Low,Wind,D
Male,35,Yes,2.0,,Yes,,High,Wind,C
Female,40,No,6.0,Entertainment,No,,Low,Wind,A
Female,18,No,,Healthcare,No,,Low,Wind,D
Female,26,No,4.0,Artist,Yes,0.0,Low,Wind,A
Female,73,Yes,5.0,Lawyer,Yes,,Low,Tidal,C
Male,86,Yes,1.0,Lawyer,,,Low,Wind,A
Female,37,No,2.0,Doctor,No,1.0,Low,Wind,A
Male,59,Yes,,Entertainment,Yes,,Low,Wind,A
Female,28,No,1.0,Homemaker,No,8.0,Low,Hydro,D
Female,29,Yes,3.0,Artist,Yes,9.0,Low,Solar,D
Female,37,Yes,3.0,Marketing,Yes,7.0,Average,Solar,C
Female,46,Yes,3.0,Marketing,Yes,,Average,Solar,C
Male,39,No,1.0,Entertainment,,6.0,Low,Solar,A
Female,33,No,1.0,Homemaker,No,8.0,Low,Solar,D
Female,32,No,2.0,Doctor,Yes,,Low,Wind,A
Female,32,No,2.0,Doctor,No,6.0,Low,Wind,D
Female,25,,1.0,Homemaker,No,8.0,Low,Wind,D
Female,48,Yes,2.0,Homemaker,Yes,9.0,Average,Wind,C
Female,27,No,1.0,Homemaker,No,8.0,Low,Wind,D
Female,49,No,1.0,Artist,Yes,1.0,Low,Solar,B
Female,33,Yes,5.0,Engineer,Yes,8.0,Average,Hydro,D
Female,33,No,6.0,Engineer,No,7.0,Low,Hydro,D
Male,39,Yes,3.0,Artist,Yes,0.0,Low,Solar,B
Male,50,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,C
Female,84,Yes,,Lawyer,Yes,0.0,Low,Wind,A
Female,46,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
Male,31,Yes,3.0,Entertainment,No,0.0,Average,Wind,D
Male,57,Yes,2.0,Artist,Yes,3.0,Average,Solar,C
Male,73,Yes,4.0,Executive,No,1.0,High,Wind,C
Male,36,Yes,4.0,Entertainment,Yes,9.0,Low,Solar,C
Male,53,No,4.0,Marketing,Yes,2.0,Low,Solar,C
Male,41,Yes,,Entertainment,Yes,9.0,Average,Biomass,C
Female,53,No,,Engineer,No,0.0,Low,Not Interested,A
Male,35,Yes,3.0,Artist,Yes,2.0,Average,Solar,C
Male,62,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
Male,23,No,3.0,Marketing,No,0.0,Low,Solar,D
Male,51,No,2.0,Artist,Yes,1.0,Low,Solar,B
Female,83,Yes,2.0,Lawyer,No,1.0,High,Solar,A
Female,26,No,2.0,Healthcare,Yes,0.0,Low,Wind,D
Male,86,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
Male,26,No,4.0,Healthcare,Yes,0.0,Low,Not Interested,D
Male,42,Yes,3.0,Executive,Yes,0.0,Low,Solar,B
Female,41,Yes,1.0,Homemaker,Yes,9.0,Low,Solar,A
Male,67,Yes,3.0,Lawyer,No,0.0,Low,Solar,B
Male,68,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
Female,45,Yes,2.0,Engineer,No,0.0,High,Solar,C
Female,86,Yes,2.0,Lawyer,No,0.0,High,Solar,A
Male,62,Yes,2.0,Artist,Yes,0.0,High,Wind,C
Male,42,Yes,2.0,Artist,Yes,1.0,Low,Solar,B
Male,26,No,3.0,Doctor,Yes,0.0,Low,Hydro,D
Male,48,No,1.0,Entertainment,No,1.0,Low,Solar,A
Male,40,Yes,5.0,Entertainment,No,3.0,Average,Biomass,B
Male,20,No,4.0,Healthcare,No,0.0,Low,Solar,D
Female,25,No,1.0,Artist,Yes,1.0,Low,Geothermal,D
Male,37,No,,Artist,Yes,1.0,Low,Solar,A
Male,77,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
Male,50,Yes,2.0,Healthcare,Yes,,Low,Solar,A
Female,22,No,4.0,Marketing,No,0.0,Low,Solar,D
Male,26,No,3.0,Artist,Yes,1.0,Low,Solar,D
Male,71,Yes,3.0,Doctor,No,0.0,Average,Solar,B
Male,50,Yes,2.0,Artist,Yes,,Low,Solar,A
Male,29,No,1.0,Entertainment,No,1.0,Low,Hydro,A
Male,51,Yes,4.0,Entertainment,Yes,,Low,Solar,C
Male,52,Yes,4.0,Artist,Yes,6.0,Average,Solar,C
Male,20,No,3.0,Healthcare,No,1.0,Low,Wind,D
Male,26,No,9.0,Doctor,Yes,0.0,Low,Hydro,D
Male,37,No,,Healthcare,Yes,,Low,Hydro,A
Female,33,No,,Healthcare,Yes,,Low,Solar,A
Female,39,Yes,2.0,Artist,Yes,0.0,Low,Hydro,B
Female,53,Yes,5.0,Artist,No,1.0,Average,Solar,C
Male,49,Yes,4.0,Entertainment,No,0.0,Average,Solar,C
Male,21,No,2.0,Healthcare,No,0.0,Low,Wind,D
Male,39,Yes,1.0,Homemaker,No,8.0,Low,Solar,A
Female,38,Yes,4.0,Artist,No,2.0,Average,Wind,B
Male,22,No,4.0,Healthcare,No,4.0,Low,Solar,D
Male,52,Yes,4.0,Artist,No,2.0,Average,Solar,C
Male,40,No,3.0,Entertainment,Yes,,Low,Solar,A
Male,20,No,3.0,Doctor,No,8.0,Low,Solar,D
Male,41,No,3.0,Executive,Yes,1.0,Low,Solar,A
Male,30,No,1.0,Artist,Yes,1.0,Low,Wind,A
Female,89,Yes,3.0,Lawyer,Yes,1.0,High,Solar,A
Male,83,Yes,3.0,Lawyer,No,1.0,High,Solar,A
Male,53,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
Male,31,No,5.0,Doctor,No,1.0,Low,Biomass,D
Male,48,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
Female,29,No,2.0,Doctor,No,0.0,Low,Solar,D
Male,87,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,A
Male,19,No,7.0,Engineer,No,4.0,Low,Solar,D
Male,60,Yes,2.0,Entertainment,No,1.0,Low,Solar,A
Male,23,No,2.0,Healthcare,No,1.0,Low,Wind,D
Male,61,Yes,4.0,Executive,Yes,9.0,High,Solar,C
Female,27,No,3.0,Artist,Yes,1.0,Low,Solar,D
Male,32,Yes,2.0,Doctor,No,14.0,Average,Wind,D
Male,79,Yes,2.0,Lawyer,,0.0,High,Solar,B
Male,19,No,4.0,Healthcare,No,1.0,Low,Solar,D
Male,42,Yes,3.0,Executive,Yes,0.0,High,Hydro,B
Male,76,Yes,1.0,Lawyer,No,1.0,Low,Solar,A
Female,41,Yes,2.0,Marketing,No,1.0,Average,Solar,C
Male,38,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,B
Male,43,Yes,3.0,Entertainment,Yes,0.0,Average,Hydro,B
Male,19,No,3.0,Healthcare,No,1.0,Low,Tidal,D
Female,28,No,3.0,Healthcare,Yes,1.0,Low,Not Interested,D
Male,56,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
Male,28,No,3.0,Engineer,Yes,0.0,Low,Wind,D
Male,60,Yes,2.0,Marketing,No,1.0,High,Wind,C
Female,55,No,,Artist,Yes,0.0,Low,Wind,B
Male,35,Yes,2.0,Entertainment,Yes,1.0,Average,Wind,A
Male,25,No,5.0,Healthcare,No,5.0,Low,Wind,D
Male,71,Yes,1.0,Artist,Yes,1.0,Low,Wind,B
Male,65,Yes,2.0,Lawyer,No,,High,Wind,A
Male,74,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,B
Female,20,No,4.0,Healthcare,No,5.0,Low,Hydro,D
Male,43,Yes,2.0,Entertainment,No,9.0,Low,Hydro,A
Female,20,No,6.0,Marketing,No,3.0,Low,Wind,D
Male,40,Yes,5.0,Healthcare,Yes,,High,Wind,B
Female,46,Yes,5.0,Engineer,Yes,0.0,High,Wind,C
Female,65,Yes,7.0,Lawyer,No,1.0,High,Wind,C
Male,21,No,,Healthcare,No,0.0,Low,Hydro,D
Male,50,Yes,7.0,Healthcare,No,1.0,Low,Hydro,C
Male,18,No,5.0,Healthcare,No,0.0,Low,Hydro,D
Female,61,Yes,7.0,Doctor,Yes,1.0,Low,Not Interested,C
Male,49,Yes,3.0,,Yes,1.0,High,Solar,C
Male,39,Yes,4.0,Executive,No,,High,Wind,B
Female,52,Yes,2.0,Lawyer,No,1.0,High,Solar,C
Male,56,Yes,5.0,Executive,Yes,0.0,High,Solar,C
Male,55,Yes,6.0,Executive,Yes,,Low,Wind,C
Male,42,Yes,5.0,Engineer,No,1.0,Average,Wind,B
Female,33,No,6.0,Homemaker,No,0.0,Low,Wind,D
Male,19,No,4.0,Healthcare,No,8.0,Low,Tidal,D
Female,27,No,1.0,Engineer,No,1.0,Low,Wind,A
Female,38,Yes,4.0,Artist,Yes,1.0,Average,Wind,B
Female,38,No,4.0,Artist,No,1.0,Low,Wind,A
Female,43,Yes,1.0,Doctor,Yes,8.0,Low,Solar,A
Male,53,Yes,4.0,Artist,Yes,1.0,Average,Wind,C
Male,33,Yes,4.0,Executive,No,4.0,High,Wind,D
Female,30,No,,Healthcare,Yes,7.0,Low,Wind,D
Female,22,No,3.0,Healthcare,No,6.0,Low,Wind,D
Male,33,No,4.0,Doctor,No,0.0,Low,Wind,D
Male,21,No,8.0,Healthcare,No,1.0,Low,Hydro,D
Male,20,No,5.0,Healthcare,No,1.0,Low,Hydro,D
Male,19,No,3.0,Healthcare,No,7.0,Low,Solar,D
Female,58,Yes,4.0,Entertainment,Yes,1.0,Average,Solar,C
Male,67,Yes,,Artist,Yes,1.0,High,Solar,C
Female,36,Yes,2.0,Entertainment,Yes,1.0,Low,Wind,A
Female,30,No,,Homemaker,No,8.0,Low,Wind,D
Male,23,No,4.0,Homemaker,No,1.0,Low,Wind,D
Female,42,No,,Entertainment,Yes,1.0,Low,Wind,A
Female,37,No,3.0,Marketing,No,8.0,Low,Wind,A
Female,58,Yes,4.0,Entertainment,No,9.0,Low,Wind,C
Female,26,Yes,2.0,Engineer,No,7.0,Average,Wind,D
Male,39,No,2.0,Entertainment,Yes,9.0,Low,Wind,A
Female,23,No,4.0,Marketing,No,,Low,Wind,D
Male,41,Yes,4.0,Executive,No,8.0,Average,Tidal,A
Male,26,Yes,3.0,Entertainment,No,0.0,Low,Wind,D
Female,25,Yes,3.0,Engineer,No,3.0,Low,Wind,D
Male,19,No,4.0,Healthcare,No,,Low,Wind,D
Male,36,No,5.0,Executive,No,0.0,Low,Wind,A
Male,29,No,4.0,Healthcare,No,9.0,Low,Wind,D
Male,26,No,1.0,Marketing,No,1.0,Low,Wind,D
Female,78,No,1.0,Lawyer,Yes,,Low,Solar,A
Female,55,No,1.0,Artist,Yes,,Low,Solar,B
Male,26,No,3.0,Healthcare,Yes,,Low,Biomass,D
Female,46,No,1.0,Entertainment,Yes,0.0,Low,Solar,A
Male,29,No,4.0,Healthcare,No,0.0,Low,Solar,D
Female,36,No,1.0,Artist,Yes,10.0,Low,Solar,A
Male,27,Yes,6.0,Executive,No,1.0,Low,Solar,D
Female,29,No,3.0,Executive,No,8.0,Low,Solar,D
Female,25,No,4.0,Marketing,No,1.0,Low,Solar,D
Female,30,No,6.0,Marketing,No,10.0,Low,Solar,D
Male,45,Yes,2.0,,Yes,1.0,Low,Solar,B
Female,21,No,,Executive,No,0.0,Low,Wind,D
Female,41,Yes,,Executive,Yes,,High,Wind,C
Male,38,Yes,,Entertainment,Yes,,Low,Wind,B
Female,28,No,1.0,Healthcare,Yes,9.0,Low,Solar,D
Male,33,No,5.0,Doctor,Yes,1.0,Low,Biomass,D
Male,31,Yes,2.0,Healthcare,Yes,7.0,Low,Solar,D
Male,45,Yes,2.0,Healthcare,Yes,0.0,Low,Solar,C
Male,47,Yes,5.0,Marketing,Yes,0.0,Low,Solar,C
Female,39,No,1.0,Healthcare,No,0.0,Low,Solar,A
Female,47,No,,Marketing,Yes,1.0,Low,Solar,B
Female,53,Yes,1.0,Doctor,Yes,0.0,Low,Wind,A
Male,27,No,4.0,Doctor,No,1.0,Low,Hydro,D
Male,37,Yes,2.0,Engineer,Yes,1.0,Average,Hydro,C
Female,62,Yes,3.0,Artist,Yes,1.0,Average,Hydro,C
Female,29,No,7.0,Engineer,No,0.0,Low,Hydro,D
Female,51,Yes,1.0,Artist,Yes,0.0,Low,Hydro,B
Male,30,No,6.0,Marketing,No,1.0,Low,Hydro,D
Male,18,No,4.0,Entertainment,No,0.0,Low,Hydro,D
Female,87,Yes,2.0,Lawyer,Yes,,High,Solar,A
Male,68,Yes,2.0,Marketing,Yes,0.0,Low,Not Interested,B
Male,84,Yes,1.0,Lawyer,Yes,5.0,Low,Solar,A
Male,22,No,9.0,Healthcare,No,2.0,Low,Biomass,D
Female,22,No,4.0,Doctor,No,2.0,Low,Solar,D
Male,21,No,3.0,Healthcare,No,1.0,Low,Solar,D
Female,89,Yes,2.0,Lawyer,No,,High,Wind,A
Male,73,Yes,2.0,Lawyer,No,0.0,High,Solar,C
Female,75,Yes,2.0,Lawyer,Yes,0.0,High,Solar,B
Female,20,No,4.0,Doctor,No,6.0,Low,Biomass,D
Male,22,No,2.0,Healthcare,No,1.0,Low,Solar,D
Female,22,No,4.0,Healthcare,No,0.0,Low,Solar,D
Male,63,Yes,,Artist,Yes,0.0,Average,Solar,C
Male,46,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
Male,58,Yes,2.0,Artist,No,0.0,Average,Solar,C
Female,41,No,3.0,Artist,Yes,1.0,Low,Solar,A
Male,42,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
Female,43,Yes,2.0,Healthcare,Yes,6.0,Average,Solar,C
Female,49,No,1.0,Artist,Yes,3.0,Low,Solar,B
Female,40,No,1.0,Artist,Yes,0.0,Low,Solar,A
Male,53,Yes,2.0,Executive,No,8.0,High,Solar,C
Male,36,Yes,2.0,Artist,Yes,4.0,Average,Not Interested,C
Male,50,Yes,2.0,Artist,Yes,8.0,Low,Solar,C
Male,42,Yes,1.0,Healthcare,Yes,1.0,Low,Solar,A
Male,30,No,4.0,Healthcare,No,0.0,Low,Biomass,D
Male,29,No,5.0,Healthcare,No,2.0,Low,Biomass,D
Male,28,No,2.0,Entertainment,Yes,1.0,Low,Solar,D
Male,27,No,4.0,Healthcare,Yes,1.0,Low,Solar,D
Male,49,No,1.0,Artist,Yes,0.0,Low,Solar,B
Male,32,No,1.0,Healthcare,Yes,1.0,Low,Solar,D
Male,25,No,3.0,Doctor,Yes,1.0,Low,Solar,D
Female,63,Yes,1.0,Artist,Yes,,Low,Solar,C
Female,42,No,1.0,Artist,Yes,8.0,Low,Solar,A
Male,31,No,,Healthcare,Yes,1.0,Low,Geothermal,D
Male,71,Yes,2.0,Artist,Yes,0.0,High,Solar,C
Male,20,No,5.0,Healthcare,No,,Low,Biomass,D
Male,22,No,4.0,Healthcare,No,1.0,Low,Solar,D
Female,29,No,5.0,Entertainment,Yes,1.0,Low,Solar,D
Male,47,Yes,3.0,Marketing,Yes,0.0,Low,Solar,C
Male,43,Yes,3.0,Artist,Yes,,Average,Solar,B
Male,32,No,3.0,Artist,Yes,1.0,Low,Hydro,D
Male,47,Yes,2.0,Artist,Yes,7.0,Average,Solar,C
Male,46,No,1.0,Artist,Yes,0.0,Low,Solar,B
Female,41,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
Male,37,Yes,2.0,Entertainment,Yes,0.0,Average,Solar,C
Male,40,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
Male,60,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
Male,46,Yes,6.0,Artist,Yes,0.0,Average,Biomass,C
Female,36,Yes,4.0,Artist,Yes,6.0,High,Not Interested,B
Female,38,No,1.0,Marketing,No,0.0,Low,Solar,A
Female,32,Yes,5.0,Doctor,No,0.0,Low,Solar,D
Female,41,No,1.0,Artist,Yes,5.0,Low,Solar,A
Male,56,Yes,3.0,Marketing,Yes,0.0,Low,Solar,C
Male,31,Yes,2.0,Artist,Yes,8.0,Average,Solar,A
Male,45,Yes,2.0,Artist,No,0.0,Low,Not Interested,B
Male,69,Yes,3.0,Entertainment,Yes,,Average,Solar,C
Male,37,Yes,2.0,Artist,Yes,0.0,Low,Solar,C
Male,47,Yes,4.0,Artist,Yes,1.0,Average,Biomass,C
Female,52,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
Female,57,Yes,3.0,Artist,Yes,1.0,High,Solar,C
Female,50,No,1.0,Artist,Yes,9.0,Low,Solar,B
Male,27,Yes,2.0,Engineer,No,0.0,Average,Solar,D
Female,45,Yes,3.0,Engineer,Yes,1.0,High,Solar,C
Female,30,No,2.0,Artist,Yes,8.0,Low,Solar,D
Male,45,Yes,2.0,Artist,Yes,0.0,Low,Solar,C
Male,30,No,4.0,Healthcare,No,1.0,Low,Solar,D
Male,31,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,D
Female,45,Yes,4.0,Artist,Yes,1.0,Average,Wind,C
Male,67,Yes,2.0,Artist,Yes,0.0,High,Solar,B
Male,76,Yes,2.0,Executive,No,1.0,High,Solar,A
Male,69,Yes,2.0,Entertainment,Yes,0.0,Low,Solar,B
Male,83,Yes,2.0,Entertainment,No,0.0,Low,Solar,A
Male,38,Yes,2.0,Engineer,Yes,0.0,Low,Solar,A
Male,36,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
Male,41,No,2.0,,Yes,2.0,Low,Biomass,A
Female,69,Yes,3.0,Lawyer,No,0.0,Low,Solar,C
Female,33,No,3.0,Engineer,Yes,0.0,Low,Solar,D
Male,38,No,3.0,Artist,Yes,1.0,Low,Not Interested,A
Female,48,Yes,2.0,Engineer,Yes,1.0,Average,Solar,C
Male,51,Yes,2.0,Engineer,Yes,2.0,Average,Solar,C
Male,56,Yes,2.0,Executive,Yes,1.0,High,Solar,C
Male,57,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
Female,49,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
Male,30,No,3.0,Healthcare,Yes,0.0,Low,Solar,D
Female,40,Yes,2.0,Doctor,Yes,8.0,Average,Solar,C
Female,30,No,,Artist,Yes,0.0,Low,Solar,D
Male,38,Yes,2.0,Entertainment,No,0.0,Average,Solar,C
Female,31,No,5.0,Healthcare,Yes,8.0,Low,Solar,D
Male,33,No,2.0,Doctor,Yes,0.0,Low,Solar,A
Male,50,No,2.0,Artist,Yes,0.0,Low,Solar,B
Male,52,Yes,3.0,Executive,Yes,,High,Solar,C
Female,39,Yes,,Artist,Yes,0.0,Average,Biomass,C
Male,73,Yes,2.0,Executive,Yes,0.0,High,Solar,C
Male,46,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
Male,50,Yes,2.0,Artist,Yes,0.0,Low,Not Interested,C
Male,30,No,6.0,Healthcare,No,0.0,Low,Solar,D
Female,60,Yes,2.0,Doctor,Yes,0.0,Average,Solar,C
Female,39,Yes,2.0,Homemaker,Yes,9.0,Average,Solar,B
Female,59,Yes,2.0,Artist,Yes,1.0,Average,Geothermal,C
Female,51,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
Female,40,Yes,2.0,Artist,Yes,5.0,Average,Biomass,C
Male,23,No,3.0,Healthcare,No,1.0,Low,Solar,D
Male,53,Yes,4.0,Artist,Yes,4.0,Average,Biomass,C
Male,32,No,5.0,Healthcare,No,7.0,Low,Solar,D
Male,52,Yes,4.0,Executive,Yes,0.0,High,Solar,C
Female,31,No,1.0,Engineer,Yes,0.0,Low,Solar,D
Male,30,No,4.0,Healthcare,Yes,3.0,Low,Solar,D
Male,25,No,3.0,Healthcare,Yes,8.0,Low,Not Interested,D
Male,40,Yes,4.0,Executive,Yes,1.0,High,Solar,B
Female,27,No,4.0,Healthcare,Yes,4.0,Low,Solar,D
Male,61,Yes,2.0,Artist,Yes,0.0,Low,Solar,C
Female,33,No,1.0,Engineer,Yes,1.0,Low,Hydro,D
Male,28,No,4.0,Doctor,Yes,1.0,Low,Hydro,D
Female,48,Yes,2.0,Artist,Yes,2.0,Average,Solar,C
Female,73,Yes,2.0,Artist,Yes,0.0,High,Solar,C
Male,36,Yes,2.0,Artist,No,0.0,Average,Geothermal,C
Female,32,No,4.0,Healthcare,No,0.0,Low,Solar,D
Male,82,Yes,2.0,Lawyer,No,0.0,High,Solar,A
Male,28,No,3.0,Artist,Yes,1.0,Low,Hydro,D
Female,42,No,3.0,Artist,Yes,8.0,Low,Biomass,A
Female,60,Yes,9.0,Lawyer,Yes,6.0,High,Solar,C
Female,46,No,1.0,Artist,Yes,1.0,Low,Hydro,B
Male,31,No,3.0,Doctor,No,0.0,Low,Solar,D
Female,50,Yes,1.0,Artist,Yes,1.0,Low,Not Interested,B
Female,30,No,1.0,Engineer,Yes,3.0,Low,Hydro,A
Female,49,No,3.0,Artist,Yes,1.0,Low,Solar,C
Female,51,Yes,6.0,Doctor,Yes,0.0,Average,Hydro,C
Female,46,Yes,3.0,,Yes,,Average,Solar,C
Male,53,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
Male,65,Yes,2.0,Artist,Yes,0.0,High,Solar,C
Female,22,No,5.0,Healthcare,No,0.0,Low,Solar,D
Male,65,Yes,3.0,Doctor,Yes,1.0,Average,Solar,C
Female,39,Yes,2.0,Engineer,Yes,0.0,Average,Hydro,C
Male,84,Yes,2.0,Artist,Yes,0.0,High,Solar,A
Male,37,No,1.0,Artist,Yes,0.0,Low,Solar,A
Male,28,Yes,2.0,Doctor,Yes,8.0,Average,Solar,A
Female,82,Yes,2.0,Lawyer,No,0.0,High,Solar,B
Female,87,Yes,2.0,Lawyer,Yes,0.0,High,Solar,C
Female,69,No,5.0,Lawyer,Yes,1.0,Low,Solar,C
Female,51,Yes,5.0,Artist,Yes,,High,Solar,C
Female,74,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,B
Female,79,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
Female,21,No,1.0,Lawyer,No,9.0,Low,Solar,D
Female,20,No,5.0,Healthcare,No,5.0,Low,Biomass,D
Female,43,No,1.0,Doctor,Yes,3.0,Low,Biomass,B
Female,25,No,3.0,Healthcare,No,1.0,Low,Solar,D
Male,43,No,4.0,Artist,Yes,0.0,Low,Solar,A
Female,42,No,1.0,Artist,Yes,1.0,Low,Solar,A
Male,25,No,4.0,Doctor,Yes,10.0,Low,Solar,D
Male,59,Yes,1.0,Artist,Yes,0.0,Low,Wind,B
Female,49,No,5.0,Marketing,Yes,0.0,Low,Solar,C
